NUMERO_REGISTRO;PRODUTO_TECNICO_MARCA_COMERCIAL;INGREDIENTE_ATIVO(GRUPO_QUIMICI)(CONCENTRACAO);CLASSE;TITULAR_REGISTRO;EMPRESA_<PAIS>_TIPO;CLASSIFICACAO_TOXICOLOGICA;CLASSIFICACAO_AMBIENTAL
9811;Acetamiprid Tecnico CCAB;acetamiprido (neonicotinóide) (980 g/kg);Inseticida;CCAB Agro S.A.   São Paulo;;III;II
TC16620;Acetamiprid Tecnico SJ;acetamiprido (neonicotinóide) (980 g/kg);Inseticida;Biorisk - Assessoria e Comércio de Produtos Agrícolas Ltda.; (Ningbo Sunjoy Agroscience Co., Ltd.<CHINA, REPUBLICA POPULAR>FABRICANTE);PT;II
4817;Acetamiprid Técnico 980 AGCN;acetamiprido (neonicotinóide) (980 g/kg);Inseticida;Agriconnection Importadora e Exportadora de Insumos Agrícolas - Barueri/SP; (Ningbo Sunjoy Agroscience Co., Ltd.<CHINA, REPUBLICA POPULAR>FABRICANTE) +  (Hebei Yetian Agrochemicals CO. Ltd.<CHINA, REPUBLICA POPULAR>FABRICANTE);III;II
TC03125;Acetamiprid Técnico ABT;acetamiprido (neonicotinóide) (980 g/kg);Inseticida;Agrobeats Defensivos Agrícolas Ltda ; (Hebei Yetian Agrochemicals CO. Ltd.<CHINA, REPUBLICA POPULAR>FABRICANTE);PT;II
27319;Acetamiprid Técnico Adama BR;acetamiprido (neonicotinóide) (980 g/kg);Inseticida;Adama Brasil S.A.- Londrina/PR; (Hebei Yetian Agrochemicals CO. Ltd.<CHINA, REPUBLICA POPULAR>FABRICANTE) +  (Ningxia Ruitai Technology Co. Ltd.<CHINA, REPUBLICA POPULAR>FABRICANTE);III;II
TC03025;Acetamiprid Técnico Bestar;acetamiprido (neonicotinóide) (980 g/kg);Inseticida;Solagro Soluções Agrícolas Ltda - São Paulo/SP; (Hebei Yetian Agrochemicals CO. Ltd.<CHINA, REPUBLICA POPULAR>FABRICANTE);PT;II
3017;Acetamiprid Técnico CCAB II;acetamiprido (neonicotinóide) (980 g/kg);Inseticida;CCAB Agro S.A.   São Paulo; (Jiangsu Fengshang Group Co. Ltd<CHINA, REPUBLICA POPULAR>FABRICANTE) +  (Ningbo Sunjoy Agroscience Co., Ltd.<CHINA, REPUBLICA POPULAR>FABRICANTE) +  (Shandong Hailir Chemical Co., Ltd.<CHINA, REPUBLICA POPULAR>FABRICANTE);III;II
TC16920;Acetamiprid Técnico D'Verde;acetamiprido (neonicotinóide) (980 g/kg);Inseticida;DVerde Comércio, Importação e Exportação Ltda.; (Hebei Yetian Agrochemicals CO. Ltd.<CHINA, REPUBLICA POPULAR>FABRICANTE);PT;II
TC10322;Acetamiprid Técnico Helm;acetamiprido (neonicotinóide) (990 g/kg);Inseticida;Helm do Brasil Mercantil - São Paulo/SP; (Shandong United Pesticide Industry Co., Ltd.<CHINA, REPUBLICA POPULAR>FABRICANTE);PT;II
TC18324;Acetamiprid Técnico Hy-Green;acetamiprido (neonicotinóide) (990 g/kg);Inseticida;Changqing do Brasil Produtos Agrícolas Ltda; (Jiangsu Changqing Agrochemical Nantong Co., Ltd.<CHINA, REPUBLICA POPULAR>FABRICANTE);PT;II
10713;Acetamiprid Técnico Milenia;acetamiprido (neonicotinóide) (990 g/kg);Inseticida;Adama Brasil S.A.- Londrina/PR; (Proficol SA<COLÔMBIA>FABRICANTE) +  (Jiangsu Yangnong Chemical Co. Ltd<CHINA, REPUBLICA POPULAR>FABRICANTE) +  (Adama Makhteshim Ltd - BeerSheva<ISRAEL>FABRICANTE) +  (Shandong Hailir Chemical Co., Ltd.<CHINA, REPUBLICA POPULAR>FABRICANTE) +  (Jiangsu Fengshang Group Co. Ltd<CHINA, REPUBLICA POPULAR>FABRICANTE) +  (Crimsun Organics Private Ltd.<ÍNDIA>FABRICANTE) +  (Ningxia Ruitai Technology Co. Ltd.<CHINA, REPUBLICA POPULAR>FABRICANTE) +  (Hebei Yetian Agrochemicals CO. Ltd.<CHINA, REPUBLICA POPULAR>FABRICANTE);III;II
3417;Acetamiprid Técnico Nortox;acetamiprido (neonicotinóide) (980 g/kg);Inseticida;Nortox S.A. - Arapongas; (Hebei Yetian Agrochemicals CO. Ltd.<CHINA, REPUBLICA POPULAR>FABRICANTE) +  (Shandong Hailir Chemical Co., Ltd.<CHINA, REPUBLICA POPULAR>FABRICANTE) +  (Ningxia Ruitai Technology Co. Ltd.<CHINA, REPUBLICA POPULAR>FABRICANTE) +  (Insecticides (India) Limited - Rajasthan<ÍNDIA>FABRICANTE) +  (Crimsun Organics Private Ltd.<ÍNDIA>FABRICANTE);III;II
TC05822;Acetamiprid Técnico SAU;acetamiprido (neonicotinóide) (990 g/kg);Inseticida;Biorisk - Assessoria e Comércio de Produtos Agrícolas Ltda.;;PT;II
TC11824;Acetamiprid Técnico SYN;acetamiprido (neonicotinóide) (990 g/kg);Inseticida;Syngenta Proteção de Cultivos Ltda.  São Paulo/SP; (Jiangsu Changqing Agrochemical Nantong Co., Ltd.<CHINA, REPUBLICA POPULAR>FABRICANTE);PT;II
27219;Acetamiprid Técnico Tecnomyl II;acetamiprido (neonicotinóide) (990 g/kg);Inseticida;Tecnomyl Brasil Distribuidora de Produtos Agrícolas Ltda - Foz do Iguaçu; (Shandong Hailir Chemical Co., Ltd.<CHINA, REPUBLICA POPULAR>FABRICANTE);III;II
10211;Acetamiprid Técnico UPL;acetamiprido (neonicotinóide) (980 g/kg);Inseticida;UPL do Brasil Indústria e Comércio de Insumos Agropecuários S.A. - Matriz Ituverava/SP ; (GSP Crop Science Limited - Navrangpura<ÍNDIA>FABRICANTE);III;II
TC06424;Acetamiprid Técnico Wynca ;acetamiprido (neonicotinóide) (990 g/kg);Inseticida;Wynca do Brasil Ltda  São Paulo ; (Ningxia Ruitai Technology Co. Ltd.<CHINA, REPUBLICA POPULAR>FABRICANTE);PT;II
TC05226;Acetamiprid Técnico Yangnong;acetamiprido (neonicotinóide) (990 g/kg);Inseticida;Biorisk - Assessoria e Comércio de Produtos Agrícolas Ltda.; (Ningxia Ruitai Technology Co. Ltd.<CHINA, REPUBLICA POPULAR>FABRICANTE);PT;II
08118;Acetamipride Técnico Tecnomyl;acetamiprido (neonicotinóide) (980 g/kg);Inseticida;Tecnomyl Brasil Distribuidora de Produtos Agrícolas Ltda - Foz do Iguaçu; (Jiangsu Fengshang Group Co. Ltd<CHINA, REPUBLICA POPULAR>FABRICANTE) +  (Hebei Veyong Bio-Chemical CO., Ltd<CHINA, REPUBLICA POPULAR>FABRICANTE) +  (Ningbo Sunjoy Agroscience Co., Ltd.<CHINA, REPUBLICA POPULAR>FABRICANTE) +  (Jiangsu Yangnong Chemical Group Co. Ltd<CHINA, REPUBLICA POPULAR>FABRICANTE);I;II
6212;Acetamiprido Tecnico Consagro;acetamiprido (neonicotinóide) (980 g/kg);Inseticida;Albaugh Agro Brasil Ltda.- São Paulo; (Jiangsu Changlong Chemicals Co., Ltd<CHINA, REPUBLICA POPULAR>FABRICANTE) +  (Shandong Hailir Chemical Co., Ltd.<CHINA, REPUBLICA POPULAR>FABRICANTE) +  (Hebei Yetian Agrochemicals CO. Ltd.<CHINA, REPUBLICA POPULAR>FABRICANTE);III;II
3917;Acetamiprido Tecnico OF;acetamiprido (neonicotinóide) (980 g/kg);Inseticida;Ouro Fino Química S.A. - Uberaba; (Ningbo Sunjoy Agroscience Co., Ltd.<CHINA, REPUBLICA POPULAR>FABRICANTE);III;II
42418;Acetamiprido Tecnico Sulphur Mills;acetamiprido (neonicotinóide) (980 g/kg);Inseticida;SM Agrocare Brasil Importação Comércio e Serviços Agrícolas Ltda; (Hebei Yetian Agrochemicals CO. Ltd.<CHINA, REPUBLICA POPULAR>FABRICANTE);III;II
TC11924;Acetamiprido Técnico Adama;acetamiprido (neonicotinóide) (990 g/kg);Inseticida;Adama Brasil S.A.- Londrina/PR; (Jiangsu Changqing Agrochemical Nantong Co., Ltd.<CHINA, REPUBLICA POPULAR>FABRICANTE);PT;II
4617;Acetamiprido Técnico Agristar;acetamiprido (neonicotinóide) (990 g/kg);Inseticida;Albaugh Agro Brasil Ltda.- São Paulo; (Jiangsu Fengshang Group Co. Ltd<CHINA, REPUBLICA POPULAR>FABRICANTE);III;II
TC02925;Acetamiprido Técnico Alta;acetamiprido (neonicotinóide) (980 g/kg);Inseticida;ALTA - America Latina Tecnologia Agrícola Ltda.- Curitiba; (Hebei Yetian Agrochemicals CO. Ltd.<CHINA, REPUBLICA POPULAR>FABRICANTE) +  (Ningbo Sunjoy Agroscience Co., Ltd.<CHINA, REPUBLICA POPULAR>FABRICANTE) +  (Shandong Hailir Chemical Co., Ltd.<CHINA, REPUBLICA POPULAR>FABRICANTE);PT;II
7717;Acetamiprido Técnico CH;acetamiprido (neonicotinóide) (980 g/kg);Inseticida;AllierBrasil Agro Ltda.; (Ningbo Sunjoy Agroscience Co., Ltd.<CHINA, REPUBLICA POPULAR>FABRICANTE) +  (Shandong Hailir Chemical Co., Ltd.<CHINA, REPUBLICA POPULAR>FABRICANTE);III;II
2117;Acetamiprido Técnico Dinagro;acetamiprido (neonicotinóide) (980 g/kg);Inseticida;Dinagro Agropecuária Ltda.; (Hebei Yetian Agrochemicals CO. Ltd.<CHINA, REPUBLICA POPULAR>FABRICANTE) +  (Ningbo Sunjoy Agroscience Co., Ltd.<CHINA, REPUBLICA POPULAR>FABRICANTE);III;II
38517;Acetamiprido Técnico Gilmore;acetamiprido (neonicotinóide) (980 g/kg);Inseticida;Gilmore Agro do Brasil Ltda - ME ; (Hebei Yetian Agrochemicals CO. Ltd.<CHINA, REPUBLICA POPULAR>FABRICANTE);III;II
1716;Acetamiprido Técnico HS;acetamiprido (neonicotinóide) (970 g/kg);Inseticida;AllierBrasil Agro Ltda.; (Hisun Chemical (Nantong) Co., Ltd<CHINA, REPUBLICA POPULAR>FABRICANTE);III;II
2817;Acetamiprido Técnico HY - Cropchem;acetamiprido (neonicotinóide) (980 g/kg);Inseticida;Cropchem Ltda - Porto Alegre; (Insecticides (India) Limited - Dahej<CHINA, REPUBLICA POPULAR>FABRICANTE) +  (Crimsun Organics Private Ltd.<ÍNDIA>FABRICANTE);III;II
TC00624;Acetamiprido Técnico Hailir;acetamiprido (neonicotinóide) (990 g/kg);Inseticida;Hailir Brasil Defensivos Agricolas Ltda - São Paulo/SP;;PT;II
4517;Acetamiprido Técnico Macroseeds;acetamiprido (neonicotinóide) (980 g/kg);Inseticida;CHDS do Brasil Comércio de Insumos Agrícolas Ltda - São Miguel do Iguaçu/PR   ; (Ningbo Sunjoy Agroscience Co., Ltd.<CHINA, REPUBLICA POPULAR>FABRICANTE);I;II
3517;Acetamiprido Técnico Ouro Fino;acetamiprido (neonicotinóide) (980 g/kg);Inseticida;Ouro Fino Química S.A. - Uberaba; (Hebei Yetian Agrochemicals CO. Ltd.<CHINA, REPUBLICA POPULAR>FABRICANTE) +  (Shandong Hailir Chemical Co., Ltd.<CHINA, REPUBLICA POPULAR>FABRICANTE);III;II
3717;Acetamiprido Técnico Proventis;acetamiprido (neonicotinóide) (990 g/kg);Inseticida;Proventis Lifescience Defensivos Agrícolas Ltda; (Jiangsu Fengshang Group Co. Ltd<CHINA, REPUBLICA POPULAR>FABRICANTE) +  (Jiangsu Yangnong Chemical Group Co. Ltd<CHINA, REPUBLICA POPULAR>FABRICANTE);III;II
TC03123;Acetamiprido Técnico Rainbow;acetamiprido (neonicotinóide) (980 g/kg);Inseticida;Rainbow Defensivos Agrícolas Ltda.- Porto Alegre /RS ; (Shandong Weifang Rainbow Chemical Co., Ltd. - Unidade Fabril 01<CHINA, REPUBLICA POPULAR>FABRICANTE);PT;II
4917;Acetamiprido Técnico SD;acetamiprido (neonicotinóide) (980 g/kg);Inseticida;Sharda do Brasil Comércio de Produtos Químicos e Agroquímicos LTDA; (Hebei Yetian Agrochemicals CO. Ltd.<CHINA, REPUBLICA POPULAR>FABRICANTE) +  (Ningbo Sunjoy Agroscience Co., Ltd.<CHINA, REPUBLICA POPULAR>FABRICANTE);III;II
3617;Acetamiprido Técnico Sumitomo;acetamiprido (neonicotinóide) (990 g/kg);Inseticida;Sumitomo Chemical Brasil Indústria Química S.A. - Maracanaú/CE; (Jiangsu Fengshang Group Co. Ltd<CHINA, REPUBLICA POPULAR>FABRICANTE);III;II
TC10021;Acetamiprido Técnico Tide;acetamiprido (neonicotinóide) (990 g/kg);Inseticida;Tide do Brasil Ltda - Porto Alegre/RS; (Jiangsu Fengshang Group Co. Ltd<CHINA, REPUBLICA POPULAR>FABRICANTE);PT;II
TC23822;Acetamol Técnico;acetamiprido (neonicotinóide) (990 g/kg);Inseticida;Meghmani Organics Biodefensivos e Agrícolas do Brasil Ltda - Campinas/SP; (Shandong United Pesticide Industry Co., Ltd.<CHINA, REPUBLICA POPULAR>FABRICANTE);PT;II
8696;Acetochlor Técnico;Acetocloro (cloroacetanilida) (900 g/L);Herbicida;CTVA Proteção de Cultivos Ltda - Barueri (Tamboré); (Bayer CropScience LP - Missouri<ESTADOS UNIDOS>FABRICANTE);III;I
2595;Acetochlor Técnico Monsanto;Acetocloro (cloroacetanilida) (915 g/kg);Herbicida;Monsanto do Brasil Ltda - São Paulo; (Bayer CropScience LP - Muscatine Plant <ESTADOS UNIDOS>FABRICANTE);III;I
05901;Acibenzolar-S-Methyl Técnico;acibenzolar-S-metílico (benzotiadiazol) (960 g/kg);Ativador de planta;Syngenta Proteção de Cultivos Ltda.  São Paulo/SP; (Syngenta Crop Protection Münchwilen AG - Münchwilen<SUÍCA>FABRICANTE) +  (W. R. Grace & Co-Conn<ESTADOS UNIDOS>FABRICANTE) +  (Deccan Fine Chemicals (Índia) Pvt Ltd - Ankleshwar<ÍNDIA>FABRICANTE);IV;III
568193;Acifluorfen Técnico ;acifluorfem-sódico (éter difenílico) (300 g/kg);Herbicida;UPL do Brasil Indústria e Comércio de Insumos Agropecuários S.A. - Matriz Ituverava/SP ; (UPL Limited - Unit 1 - Ankleshwar<ÍNDIA>FABRICANTE);I;III
4010;Acrinathrin Tecnico Cheminova;acrinatrina (piretróide) (970 g/kg);Inseticida;FMC Química do Brasil Ltda. - Campinas/SP; (Bayer Vapi Private Limited - Gujarat<ÍNDIA>FABRICANTE);II;I
1994;Acrinathrin Técnico CHAB;acrinatrina (piretróide) (950 g/kg);Acaricida;FMC Química do Brasil Ltda. - Campinas/SP; (Bayer CropScience SAS - Site Elbeuf<FRANÇA>FABRICANTE);II;I
TC19224;Adavelt Técnico;Florylpicoxamida (picolinamida ) (930 g/kg);Fungicida;CTVA Proteção de Cultivos Ltda - Barueri (Tamboré); (Corteva Agriscience LLC - Midland - Michigan<ESTADOS UNIDOS>FABRICANTE) +  (Corteva Agriscience Italia S.r.l. - Mozzanica(Bergamo)<ITÁLIA>FABRICANTE) +  (Deccan Fine Chemicals (India) Limited - Andhra Pradesh<ÍNDIA>FABRICANTE) +  (Saltigo GmbH- Leverkusen<ALEMANHA>FABRICANTE);5;III
358394;Afalon Técnico;linurom (uréia) (950 g/kg);Herbicida;Adama Brasil S.A.- Londrina/PR; (Weylchen Frankfurt GmbH<ALEMANHA>FABRICANTE);III;II
TC11125;Agrothiazox Técnico;hexitiazoxi (tiazolidinacarboxamida) (980 g/kg);Acaricida;Sharda do Brasil Comércio de Produtos Químicos e Agroquímicos LTDA; (Hangzhou Dakang Chemicals Co. Ltd.<CHINA, REPUBLICA POPULAR>FABRICANTE);PT;II
TC06124;Aimco Bykill Técnico ;bifentrina (piretróide) (980 g/kg);Inseticida;Biorisk - Assessoria e Comércio de Produtos Agrícolas Ltda.;;PT;II
TC00626;Aimco Ervatox Técnico;Triclopir-butotílico (ácido piridiniloxialcanóico) (970 g/kg);Herbicida;Biorisk - Assessoria e Comércio de Produtos Agrícolas Ltda.; (Aimco Pesticides Ltd.  <ÍNDIA>FABRICANTE);PT;II
1028601;Alaclor Técnico Nortox;Alacloro (cloroacetanilida) (900 g/kg);Herbicida;Nortox S.A. - Arapongas; (Nortox S.A. - Arapongas<BRASIL>FABRICANTE);III;III
TC18724;Alfa Cipermetrina Técnico Cropchem;alfa-cipermetrina (piretróide) (970 g/kg);Inseticida;Cropchem Ltda - Porto Alegre; (Bharat Rasayan Limited - Unit I - Rohtak <ÍNDIA>FABRICANTE) +  (Hemani Industries Limited - Mumbai<ÍNDIA>FABRICANTE);PT;II
TC18222;Alfa-Cipermetrina Técnico Hemani;alfa-cipermetrina (piretróide) (970 g/kg);Inseticida;Hemani Agro do Brasil Ltda; (Hemani Industries Limited - Unit III - Dahej<ÍNDIA>FABRICANTE);PT;II
TC08124;Alfa-Cipermetrina Técnico Rainbow;alfa-cipermetrina (piretróide) (970 g/kg);Inseticida;Rainbow Defensivos Agrícolas Ltda.- Porto Alegre /RS ; (Hemani Industries Limited - Unit III - Dahej<ÍNDIA>FABRICANTE);PT;II
TC15823;Alfa-Cipermetrina Técnico SD;alfa-cipermetrina (piretróide) (980 g/kg);Inseticida;Sharda do Brasil Comércio de Produtos Químicos e Agroquímicos LTDA; (Heranba Industries Limited - Unidade II - Vapi<ÍNDIA>FABRICANTE);PT;II
1107;Alfacipermetrina Técnica ;alfa-cipermetrina (piretróide) (930 g/kg);Inseticida;Basf Agricultural Solutions Brasil Ltda  SãoPaulo/SP; (Tagros Chemicals India Private Limited - Tamil Nadu <ÍNDIA>FABRICANTE) +  (Tagros Chemicals India Private Limited - Bharuch<ÍNDIA>FABRICANTE) +  (Bayer Vapi Private Limited - Gujarat<ÍNDIA>FABRICANTE);II;II
TC01825;Alpha-Cypermethrin Técnico Bharat;alfa-cipermetrina (piretróide) (970 g/kg);Inseticida;Biorisk - Assessoria e Comércio de Produtos Agrícolas Ltda.; (Bharat Rasayan Limited - Unit I - Rohtak <ÍNDIA>FABRICANTE);PT;II
89097;Alsystin Técnico;triflumurom (benzoiluréia) (950 g/kg);Inseticida;Bayer S.A. - São Paulo/ SP; (Bayer AG - Dormagen<ALEMANHA>FABRICANTE);IV;II
TC09821;Ametoctradin Técnico;ametoctradina (pyridylamine) (980 g/kg);Fungicida;Basf Agricultural Solutions Brasil Ltda  SãoPaulo/SP; (Hikal Limited<ÍNDIA>FABRICANTE) +  (Basf S.A.  São Paulo<BRASIL>FABRICANTE);Não;III
1778701;Ametrex Agricur Técnico;Ametrina (triazina) (950 g/kg);Herbicida;Adama Brasil S.A.- Londrina/PR; (Shandong Weifang Rainbow Chemical Co., Ltd. - Unidade Fabril 01<CHINA, REPUBLICA POPULAR>FABRICANTE);III;II
1568601;Ametrin Gan Técnico Milenia;Ametrina (triazina) (950 g/kg);Herbicida;Adama Brasil S.A.- Londrina/PR; (Adama Agan Ltd. - Ashdod <ISRAEL>FABRICANTE);III;II
0213;Ametrin Técnico CCAB;Ametrina (triazina) (960 g/kg);Herbicida;CCAB Agro S.A.   São Paulo; (Shandong Weifang Rainbow Chemical Co., Ltd. - Unidade Fabril 01<CHINA, REPUBLICA POPULAR>FABRICANTE);III;II
29318;Ametrina Tecnica Nortox II;Ametrina (triazina) (965 g/kg);Herbicida;Nortox S.A. - Arapongas; (Zhejiang Zhongshan Chemical Industry Group Co., Ltd.<CHINA, REPUBLICA POPULAR>FABRICANTE) +  (Hebei Shanli Chemical Co., Ltd.<CHINA, REPUBLICA POPULAR>FABRICANTE);III;II
0313;Ametrina Tecnico ALTA;Ametrina (triazina) (960 g/kg);Herbicida;ALTA - America Latina Tecnologia Agrícola Ltda.- Curitiba; (Shandong Weifang Rainbow Chemical Co., Ltd. - Unidade Fabril 01<CHINA, REPUBLICA POPULAR>FABRICANTE) +  (Hebei Shanli Chemical Co., Ltd.<CHINA, REPUBLICA POPULAR>FABRICANTE);III;II
6717;Ametrina Tecnico Oxon;Ametrina (triazina) (960 g/kg);Herbicida;Oxon Brasil Defensivos Agrícolas Ltda.; (Hebei Shanli Chemical Co., Ltd.<CHINA, REPUBLICA POPULAR>FABRICANTE) +  (Shandong Weifang Rainbow Chemical Co., Ltd. - Unidade Fabril 01<CHINA, REPUBLICA POPULAR>FABRICANTE);III;II
5112;Ametrina Tecnico Rainbow;Ametrina (triazina) (960 g/kg);Herbicida;Rainbow Defensivos Agrícolas Ltda.- Porto Alegre /RS ;;III;II
6817;Ametrina Tecnico ZS_Cropchem;Ametrina (triazina) (960 g/kg);Herbicida;Cropchem Ltda - Porto Alegre; (Hebei Shanli Chemical Co., Ltd.<CHINA, REPUBLICA POPULAR>FABRICANTE);III;II
2805;Ametrina Técnica AG;Ametrina (triazina) (960 g/kg);Herbicida;Syngenta Proteção de Cultivos Ltda.  São Paulo/SP; (Omnium - Divisão de Fabricação de Produtos para Proteção da Agricultura da Agriliance<ESTADOS UNIDOS>FABRICANTE) +  (Anhui Zhongshan Chemical Industry Co. Ltd.<CHINA, REPUBLICA POPULAR>FABRICANTE);III;II
298597;Ametrina Técnica BR;Ametrina (triazina) (960 g/kg);Herbicida;Syngenta Proteção de Cultivos Ltda.  São Paulo/SP; (Anhui Zhongshan Chemical Industry Co. Ltd.<CHINA, REPUBLICA POPULAR>FABRICANTE);III;II
TC15521;Ametrina Técnica Nortox;Ametrina (triazina) (970 g/kg);Herbicida;Nortox S.A. - Arapongas; (Shandong Binnong Technology CO., LTD<CHINA, REPUBLICA POPULAR>FABRICANTE);PT;II
TC15821;Ametrina Técnico Adama;Ametrina (triazina) (970 g/kg);Herbicida;Adama Brasil S.A.- Londrina/PR; (Shandong Binnong Technology CO., LTD<CHINA, REPUBLICA POPULAR>FABRICANTE);PT;II
TC06624;Ametrina Técnico Adama BR;Ametrina (triazina) (973 g/kg);Herbicida;Adama Brasil S.A.- Londrina/PR; (Hebei Shanli Chemical Co., Ltd.<CHINA, REPUBLICA POPULAR>FABRICANTE);PT;II
TC15721;Ametrina Técnico Alta II;Ametrina (triazina) (970 g/kg);Herbicida;ALTA - America Latina Tecnologia Agrícola Ltda.- Curitiba; (Shandong Binnong Technology CO., LTD<CHINA, REPUBLICA POPULAR>FABRICANTE);PT;II
TC15421;Ametrina Técnico Binnong;Ametrina (triazina) (970 g/kg);Herbicida;Biorisk - Assessoria e Comércio de Produtos Agrícolas Ltda.; (Shandong Binnong Technology CO., LTD<CHINA, REPUBLICA POPULAR>FABRICANTE);PT;II
TC05520;Ametrina Técnico Mil;Ametrina (triazina) (968 g/kg);Herbicida;Meghmani Organics Biodefensivos e Agrícolas do Brasil Ltda - Campinas/SP;;PT;II
14619;Ametrina Técnico Milênia BR;Ametrina (triazina) (960 g/kg);Herbicida;Adama Brasil S.A.- Londrina/PR;;III;II
TC15321;Ametrina Técnico OF;Ametrina (triazina) (970 g/kg);Herbicida;Ouro Fino Química S.A. - Uberaba; (Shandong Binnong Technology CO., LTD<CHINA, REPUBLICA POPULAR>FABRICANTE);PT;II
14219;Ametrina Técnico Of I;Ametrina (triazina) (960 g/kg);Herbicida;Ouro Fino Química S.A. - Uberaba; (Zhejiang Zhongshan Chemical Industry Group Co., Ltd.<CHINA, REPUBLICA POPULAR>FABRICANTE);III;II
5012;Ametrina Técnico Ouro Fino;Ametrina (triazina) (960 g/kg);Herbicida;Ouro Fino Química S.A. - Uberaba; (Shandong Weifang Rainbow Chemical Co., Ltd. - Unidade Fabril 01<CHINA, REPUBLICA POPULAR>FABRICANTE) +  (Hebei Shanli Chemical Co., Ltd.<CHINA, REPUBLICA POPULAR>FABRICANTE);III;III
7117;Ametrina Técnico SD;Ametrina (triazina) (960 g/kg);Formicida/Herbicida;Sharda do Brasil Comércio de Produtos Químicos e Agroquímicos LTDA; (Zhejiang Zhongshan Chemical Industry Group Co., Ltd.<CHINA, REPUBLICA POPULAR>FABRICANTE);III;II
36917;Ametrina Técnico SWR Agroimport;Ametrina (triazina) (960 g/kg);Herbicida;Agro Import do Brasil Ltda. - Porto Alegre/RS; (Shandong Weifang Rainbow Chemical Co., Ltd. - Unidade Fabril 01<CHINA, REPUBLICA POPULAR>FABRICANTE);III;II
7017;Ametrina Técnico ZS;Ametrina (triazina) (960 g/kg);Herbicida;Zhongshan Química do Brasil - Sorocaba/SP; (Zhejiang Zhongshan Chemical Industry Group Co., Ltd.<CHINA, REPUBLICA POPULAR>FABRICANTE) +  (Xiangshui Zhongshan Bioscience Co. Ltd<CHINA, REPUBLICA POPULAR>FABRICANTE);III;II
1413;Ametryn Technical;Ametrina (triazina) (960 g/kg);Herbicida;Albaugh Agro Brasil Ltda.- São Paulo; (Shandong Weifang Rainbow Chemical Co., Ltd. - Unidade Fabril 02<CHINA, REPUBLICA POPULAR>FABRICANTE) +  (Hebei Shanli Chemical Co., Ltd.<CHINA, REPUBLICA POPULAR>FABRICANTE);III;II
6917;Ametryn Técnico 960 AGCN;Ametrina (triazina) (960 g/kg);Herbicida;Agriconnection Importadora e Exportadora de Insumos Agrícolas - Barueri/SP; (Zhejiang Zhongshan Chemical Industry Group Co., Ltd.<CHINA, REPUBLICA POPULAR>FABRICANTE);III;II
TC11622;Ametryn Técnico Sino-Agri;Ametrina (triazina) (970 g/kg);Herbicida;Lemma Agronegócios Importação e Exportação Ltda.; (Shandong Binnong Technology CO., LTD<CHINA, REPUBLICA POPULAR>FABRICANTE);PT;II
01488804;Ametryne Técnico Oxon;Ametrina (triazina) (950 g/kg);Herbicida;Oxon Brasil Defensivos Agrícolas Ltda.; (Sipcam Oxon S.P.A. - Mezzana Bigli <ITÁLIA>FABRICANTE);III;II
TC19324;Amicarb Técnico Max;amicarbazona (triazolinona) (980 g/kg);Herbicida;Maxunitech do Brasil Ltda; (Max (Rudong) Chemicals Co., Ltd.<CHINA, REPUBLICA POPULAR>FABRICANTE);PT;II
32918;Amicarbazona Ascenza Técnico;amicarbazona (triazolinona) (970 g/kg);Herbicida;Ascenza Brasil Ltda - Hortolândia/SP; (Jiangsu Flag Chemical Industry Co., Ltd.<CHINA, REPUBLICA POPULAR>FABRICANTE);III;II
35918;Amicarbazona Técnico Adama;amicarbazona (triazolinona) (970 g/kg);Herbicida;Adama Brasil S.A.- Londrina/PR; (Jiangsu Flag Chemical Industry Co., Ltd.<CHINA, REPUBLICA POPULAR>FABRICANTE) +  (Max (Rudong) Chemicals Co., Ltd.<CHINA, REPUBLICA POPULAR>FABRICANTE);III;II
TC06922;Amicarbazona Técnico Adama BR;amicarbazona (triazolinona) (960 g/kg);Herbicida;Adama Brasil S.A.- Londrina/PR; (Jiangxi Heyi Chemical Co., Ltd.<CHINA, REPUBLICA POPULAR>FABRICANTE);PT;II
TC00725;Amicarbazona Técnico Good Harvest;amicarbazona (triazolinona) (980 g/kg);Herbicida;AllierBrasil Agro Ltda.; (Jiangsu Good Harvest - Weien Agrochemical Co. Ltd.<CHINA, REPUBLICA POPULAR>FABRICANTE);PT;II
37518;Amicarbazona Técnico Nortox;amicarbazona (triazolinona) (970 g/L);Herbicida;Nortox S.A. - Arapongas; (Jiangsu Flag Chemical Industry Co., Ltd.<CHINA, REPUBLICA POPULAR>FABRICANTE);III;II
